"seriesnum","model","ns","timestep","val"
6,"logistic","stationary",10,0.1173
6,"logistic","stationary",11,0.6449
6,"logistic","stationary",12,-0.0174
6,"logistic","stationary",13,1.3821
6,"logistic","stationary",14,-1.3877
6,"logistic","stationary",15,0.7531
6,"logistic","stationary",16,-0.6821
6,"logistic","stationary",17,1.4319
6,"logistic","stationary",18,-1.8235
6,"logistic","stationary",19,-0.1169
6,"logistic","stationary",20,0.8948
6,"logistic","stationary",21,-0.8427
6,"logistic","stationary",22,1.2398
6,"logistic","stationary",23,-1.7267
6,"logistic","stationary",24,0.1438
6,"logistic","stationary",25,0.7529
6,"logistic","stationary",26,-0.3386
6,"logistic","stationary",27,0.9835
6,"logistic","stationary",28,-1.3463
6,"logistic","stationary",29,0.5358
6,"logistic","stationary",30,-0.2047
6,"logistic","stationary",31,0.9964
6,"logistic","stationary",32,-1.5925
6,"logistic","stationary",33,0.5445
6,"logistic","stationary",34,-0.0318
6,"logistic","stationary",35,0.8007
6,"logistic","stationary",36,-0.8301
6,"logistic","stationary",37,1.4236
6,"logistic","stationary",38,-1.5324
6,"logistic","stationary",39,0.5755
6,"logistic","stationary",40,0.1494
6,"logistic","stationary",41,0.6759
6,"logistic","stationary",42,0.102
6,"logistic","stationary",43,0.7633
6,"logistic","stationary",44,-0.6523
6,"logistic","stationary",45,1.3682
6,"logistic","stationary",46,-2.0112
6,"logistic","stationary",47,-0.0963
6,"logistic","stationary",48,1.0523
6,"logistic","stationary",49,-0.9677
6,"logistic","stationary",50,1.2832
6,"logistic","stationary",51,-1.7582
6,"logistic","stationary",52,0.2962
6,"logistic","stationary",53,0.6791
6,"logistic","stationary",54,-0.2486
6,"logistic","stationary",55,1.0376
6,"logistic","stationary",56,-1.4223
6,"logistic","stationary",57,0.7973
6,"logistic","stationary",58,-0.5379
6,"logistic","stationary",59,1.2596
6,"logistic","stationary",60,-1.831
6,"logistic","stationary",61,0.0412
6,"logistic","stationary",62,0.8397
6,"logistic","stationary",63,-0.8055
6,"logistic","stationary",64,1.3002
6,"logistic","stationary",65,-1.9082
6,"logistic","stationary",66,0.195
6,"logistic","stationary",67,0.8308
6,"logistic","stationary",68,-0.4029
6,"logistic","stationary",69,1.3294
6,"logistic","stationary",70,-1.7126
6,"logistic","stationary",71,0.3715
6,"logistic","stationary",72,0.4377
6,"logistic","stationary",73,0.1317
6,"logistic","stationary",74,1.0762
6,"logistic","stationary",75,-0.988
6,"logistic","stationary",76,1.2045
6,"logistic","stationary",77,-1.9278
6,"logistic","stationary",78,0.3245
6,"logistic","stationary",79,0.4353
6,"logistic","stationary",80,0.3845
6,"logistic","stationary",81,0.2208
6,"logistic","stationary",82,0.3901
6,"logistic","stationary",83,0.4535
6,"logistic","stationary",84,0.3391
6,"logistic","stationary",85,0.2366
6,"logistic","stationary",86,0.6563
6,"logistic","stationary",87,0.0963
6,"logistic","stationary",88,0.8727
6,"logistic","stationary",89,-0.702
6,"logistic","stationary",90,1.2156
6,"logistic","stationary",91,-1.7713
6,"logistic","stationary",92,-0.1108
6,"logistic","stationary",93,0.7396
6,"logistic","stationary",94,-0.7254
6,"logistic","stationary",95,1.1646
6,"logistic","stationary",96,-1.7508
6,"logistic","stationary",97,0.082
6,"logistic","stationary",98,0.724
6,"logistic","stationary",99,-0.5743
6,"logistic","stationary",100,1.0795
6,"logistic","stationary",101,-1.7474
6,"logistic","stationary",102,0.2594
6,"logistic","stationary",103,0.8519
6,"logistic","stationary",104,-0.366
6,"logistic","stationary",105,1.1515
6,"logistic","stationary",106,-1.7362
6,"logistic","stationary",107,0.3387
6,"logistic","stationary",108,0.525
6,"logistic","stationary",109,0.0056
6,"logistic","stationary",110,0.7543
6,"logistic","stationary",111,-0.4169
6,"logistic","stationary",112,1.2303
6,"logistic","stationary",113,-1.8334
6,"logistic","stationary",114,-0.0453
6,"logistic","stationary",115,0.7894
6,"logistic","stationary",116,-0.458
6,"logistic","stationary",117,1.3805
6,"logistic","stationary",118,-1.8984
6,"logistic","stationary",119,-0.0119
6,"logistic","stationary",120,0.894
6,"logistic","stationary",121,-1.0304
6,"logistic","stationary",122,1.1921
6,"logistic","stationary",123,-1.8849
6,"logistic","stationary",124,0.017
6,"logistic","stationary",125,0.6032
6,"logistic","stationary",126,-0.1597
6,"logistic","stationary",127,1.0547
6,"logistic","stationary",128,-1.3065
6,"logistic","stationary",129,0.92
6,"logistic","stationary",130,-0.9187
6,"logistic","stationary",131,1.1414
6,"logistic","stationary",132,-1.6192
6,"logistic","stationary",133,0.6743
6,"logistic","stationary",134,0.1375
6,"logistic","stationary",135,0.7014
6,"logistic","stationary",136,-0.5072
6,"logistic","stationary",137,1.3392
6,"logistic","stationary",138,-1.6792
6,"logistic","stationary",139,0.284
6,"logistic","stationary",140,0.707
6,"logistic","stationary",141,-0.2697
6,"logistic","stationary",142,0.9123
6,"logistic","stationary",143,-1.2701
6,"logistic","stationary",144,0.8189
6,"logistic","stationary",145,-0.7232
6,"logistic","stationary",146,1.2129
6,"logistic","stationary",147,-1.6458
6,"logistic","stationary",148,-0.0285
6,"logistic","stationary",149,0.8676
6,"logistic","stationary",150,-0.5575
6,"logistic","stationary",151,1.0774
6,"logistic","stationary",152,-1.8582
6,"logistic","stationary",153,0.0344
6,"logistic","stationary",154,0.784
6,"logistic","stationary",155,-0.7642
6,"logistic","stationary",156,1.2592
6,"logistic","stationary",157,-1.8441
6,"logistic","stationary",158,-0.1044
6,"logistic","stationary",159,1.0078
6,"logistic","stationary",160,-0.8112
6,"logistic","stationary",161,1.1738
6,"logistic","stationary",162,-1.8372
6,"logistic","stationary",163,0.2167
6,"logistic","stationary",164,0.539
6,"logistic","stationary",165,0.0188
6,"logistic","stationary",166,0.894
6,"logistic","stationary",167,-0.907
6,"logistic","stationary",168,1.2304
6,"logistic","stationary",169,-1.7453
6,"logistic","stationary",170,-0.0235
6,"logistic","stationary",171,0.6438
6,"logistic","stationary",172,-0.3329
6,"logistic","stationary",173,1.0978
6,"logistic","stationary",174,-1.3052
6,"logistic","stationary",175,0.5498
6,"logistic","stationary",176,-0.5069
6,"logistic","stationary",177,1.4011
6,"logistic","stationary",178,-1.7113
6,"logistic","stationary",179,-0.0271
6,"logistic","stationary",180,0.8326
6,"logistic","stationary",181,-0.4412
6,"logistic","stationary",182,1.367
6,"logistic","stationary",183,-1.5715
6,"logistic","stationary",184,0.0432
6,"logistic","stationary",185,0.6974
6,"logistic","stationary",186,-0.436
6,"logistic","stationary",187,1.2538
6,"logistic","stationary",188,-1.6404
6,"logistic","stationary",189,0.3182
6,"logistic","stationary",190,0.5264
6,"logistic","stationary",191,0.2523
6,"logistic","stationary",192,0.7136
6,"logistic","stationary",193,-0.2041
6,"logistic","stationary",194,1.1158
6,"logistic","stationary",195,-1.2811
6,"logistic","stationary",196,0.9404
6,"logistic","stationary",197,-0.7556
6,"logistic","stationary",198,1.3466
6,"logistic","stationary",199,-1.9691
6,"logistic","stationary",200,0.0902
